# Constructed from biom file
#OTU ID	AGOS38P1A0	AGOS42P6A0	AGOS44P4A0	AGOS46P1A0	AGOS48P4A0	AGOS56P1A0	AGOS57P4A0	AGOS58P6A0	AGOS60P3A0	CONS37P4A0	CONS39P1A0	CONS41P1A0	CONS43P5A0	CONS45P2A0	CONS47P6A0	CONS49P6A0	CONS51P3A0	CONS52P4A0	CONS55P5A0	CONS59P1A0	CONS61P4A0	CONS62P1A0
GLYCOLYSIS	7389.509482200502	17371.698057787034	13844.85497587049	24102.359444414928	14046.76051915223	10267.085572744358	8083.420017000581	14444.03636502231	12726.639347487859	12589.594487226097	10883.037997806652	11837.35546551103	7606.339433181815	9286.06332898573	18982.183278729823	8677.385248237279	7902.320431315086	10579.48515701655	9238.947148791787	7402.4652835139295	13035.663012734183	16830.293612395908
GLYCOLYSIS-E-D	4109.262288396521	6725.659496853977	5042.642558579962	11031.545539521809	4916.021729496825	5630.170508545093	3996.8828883310416	6301.474907930161	5086.449665038187	5452.601030829865	3628.489613964268	5024.231058664689	3057.970412029582	3525.719172719702	7399.96379367999	3682.926845928657	3807.233239160793	5262.303675423072	4283.65198872803	4017.6803371164688	9086.237321360053	7449.6695124155085
GLYCOLYSIS-TCA-GLYOX-BYPASS	520.9036610596083	1321.737326127966	634.5147190422667	1886.051143979537	708.4913548301607	2005.6035468402902	1003.463761245215	1238.3349012468327	566.5004767787641	1027.035197015764	688.7817228549961	598.3072081286911	487.9093761498661	548.3021901772655	1029.8597991170475	768.7139286091119	542.0004375639743	1914.5767809957304	608.7430513059759	497.9877023750976	2146.094459325235	625.1267524645262
GLYOXYLATE-BYPASS	224.31376719599598	661.2905737003942	276.08428288331856	754.8270920119453	316.4101624936865	970.1187074731591	578.4759760952392	615.469963992003	248.66518261155926	459.56756486646236	329.8429538840338	261.05733163964896	223.97405132168134	235.16161335371672	440.4707364155292	285.8589174522279	176.1503569211992	774.3134406473245	266.16746749841883	185.8857699544148	610.269373439554	252.94664685451085
GOLPDLCAT-PWY	1790.2272088314564	3893.217559417547	2348.138637653764	8684.659945932104	4254.105807553585	4647.383708640527	617.1963559204688	3751.3869819255146	2522.8979217636675	1807.0596607519478	3068.6687274111673	3817.5059735501586	1035.6011731768867	2153.1141301754524	8749.050099947586	2499.5819436872266	1585.1247071797557	4021.1370923362842	3696.7275412631375	3204.5903263944215	4542.153895846182	3591.062520958507
HCAMHPDEG-PWY	9.329034676780799	116.11448281868637	15.835455397927502	30.11957217844503	23.923349474110616	140.5534564373022	3.1882039923098664	106.44699130204239	13.65992741483589	40.09225075633597	38.85405742596752	19.85351726686814	8.67968060290056	25.82609261277404	28.4692159654124	36.95820440714144	9.067461317546666	7.603026452904685	21.885827521015923	19.130185614862995	10.594866769663886	8.366631601687896e-05
HEME-BIOSYNTHESIS-II	898.3887639432642	1411.0446151159879	1096.7333086934734	2213.451138805148	1158.4625502472409	1262.0789874409727	1142.2208148757302	1319.871174557574	1085.0759516951437	1110.4957005091062	815.8250780801519	974.7655828992521	716.7702842253893	720.2416215614037	1387.7481768025534	883.7163749141813	825.5630813176723	1288.5278241244648	822.6061178916129	596.1713888873619	3484.1110861663383	1107.8245288796934
HEMESYN2-PWY	1550.1492217372443	1713.8120941609388	1390.5469424792473	3030.965301122411	1423.2372658955169	1811.7929112754766	1594.2529915845244	2315.676308194647	1293.0915693196134	1591.1205197114223	1331.7671437387432	1349.8665041905633	864.906585086972	1345.3408082533267	4159.839162250166	1161.2892465453208	1142.5334422541407	1590.8021260180108	1271.7877752076147	1260.283769348113	4359.875157286935	2300.7785879131748
HEXITOLDEGSUPER-PWY	3769.6434742143547	6295.030973336429	5647.457370377068	10381.77947539694	6235.744461129097	5674.5136169987645	2898.5646018809134	6168.918154078011	4591.730649160775	5735.025218728907	3680.185106327641	5482.600811847612	3072.495432527192	4499.055343492065	8170.1950471635655	3786.3310002090143	3409.5649592451014	4184.134265036151	4263.45847017696	3529.7324563631278	5509.885033552533	7191.023879907568
HISDEG-PWY	2548.457759555813	5107.773380007313	3724.443031249881	5737.652892547553	3936.1461539640077	3296.144489230352	2090.1543659260274	4388.299594499236	3601.3834198546488	3393.6347029545705	2894.546265424186	2913.558681725173	2074.3875851780617	2069.4487303983724	6324.522261737907	2732.1896668629515	1983.2740667728187	2679.3918287743827	2404.6417116037987	2098.1090569431567	2380.403777377788	3876.185788837431
HISTSYN-PWY	7348.471178450681	13530.37408831322	12322.830270290962	20059.014323049716	12003.882875493846	10277.528252109038	7525.552665323681	11660.854705259377	10512.699680312433	11070.248454752298	9100.94382094051	10195.431668171277	6808.898406830949	8311.265814709628	16804.152879540863	8237.67149329975	7085.302050399425	8697.155257615164	7834.758946730992	6843.755450361765	11196.284149913889	15043.380959668246
HOMOSER-METSYN-PWY	4448.40957483235	9246.062375523848	8502.984099289099	12597.548426095145	8315.662813980702	5018.444589365433	5017.057955863692	7758.702590839923	7244.983730187681	7757.075836377554	5984.73838845807	6916.206233999288	4867.714776439286	5826.427324659021	10589.325615010635	5197.488280948549	4963.370827727707	5933.397234477884	5301.806998905273	4119.230423655887	7189.074250181694	10505.940863864724
HSERMETANA-PWY	4925.017821154156	10315.717644247123	12833.381609133112	14200.356395397075	11305.227868785452	5397.532168169181	7686.369564770651	9813.368710964087	10076.481426262508	8844.507232822496	6749.696325051418	8827.86851034724	6995.838209464208	7009.64163803684	13420.629570326413	7204.9408738858865	6772.885145471904	8513.851799091202	6945.860848464019	4749.945361111656	9453.836911322474	13005.481116324807
ILEUDEG-PWY	35.41755102947401	56.02140029716453	43.7724834001824	60.680977306836226	54.98704681762845	32.70172483901469	15.974601826164246	68.67720347381642	35.2537836784341	73.16292035271698	33.34685760480972	33.725280333626394	23.004902759176908	31.01701793795984	77.32418327960923	23.333478547681015	29.92857095960782	34.123277883572705	34.18554169589579	17.670288719344065	25.595788327140067	45.60176888394847
ILEUSYN-PWY	10806.086510022607	19130.704867989745	16865.105378291544	28123.14351126649	16355.94668617665	15508.298873112508	10257.463000496238	16148.515127230594	14632.554235799204	15815.734882478753	12173.834889460162	14039.56919876961	9196.561551453437	11127.443161196392	23281.311300590824	11477.88437091627	10086.895851763804	12372.064153570778	11043.564864526123	9525.563772660495	17747.514551608965	20779.169784920196
KDO-NAGLIPASYN-PWY	84.89149785073009	732.9606679160854	113.23761329047318	223.14259332970133	162.8141531199791	670.2339561280952	76.41945765143903	639.2620793075442	96.60819869947154	264.3433989310011	258.7231331614109	118.75217215898896	69.7199625876237	184.53560866148675	201.9813636029966	252.7199665642854	63.3777682046291	55.43175203298243	153.1368845771145	133.61776004498674	78.08695635223354	36.44173079997891
KETOGLUCONMET-PWY	163.5684198528853	227.78594279734276	79.60391977391028	216.5210446612743	62.28526926366024	351.07406505173446	30.75427007047334	322.2842582945116	84.45163699934918	203.19346132503566	105.59494262793966	135.37147846678988	78.60463104942266	95.92414936959965	235.76566557913844	108.14563658112444	37.48719013286456	67.55183526360756	79.94586163588866	100.30810456790076	68.873660108225	117.17438895348832
LACTOSECAT-PWY	1783.024228716329	2737.1643954003935	2086.4194900566413	6635.49965287546	3316.622736323316	3549.951875066901	643.1422422412579	2721.100271202942	1891.2028092146863	2112.66355917239	2221.6392346361768	3189.4355925424684	909.6572181783788	2418.516754455427	5188.259321784443	1877.9300494325782	1267.8669015152755	2875.598104630603	2405.314788325036	2263.486427027695	3368.038981121894	3358.8907579784195
LEU-DEG2-PWY	317.4295185444154	286.1965654508006	243.91848935552653	624.0065945999215	278.99187640826216	252.5295792535977	726.2648844898118	286.45652548400903	349.41184965540793	231.20967009424325	226.6060837629792	282.0871905816759	160.66175698474513	156.06408375383958	147.96148102440023	316.3458501391655	300.9777816651283	258.77563672575445	116.06910127361564	254.94739996292358	352.97507980334285	172.43481683403013
LIPASYN-PWY	2.8799999999999993e-13	7.191988177977581	1.7034085760939959	0.003941142634216084	6.65601395921316	2.655e-13	22.149710967542415	7.632326315283506	5.202499999999999e-13	5.954999999999997e-13	3.8024999999999997e-13	7.494999999999998e-13	4.640025815203079	2.972054253150413	8.843835389323546	3.3925714893708023	3.2124999999999997e-13	4.877499999999999e-13	2.128731166955227	1.435e-13	3.3554613024369995	3.705e-13
LPSSYN-PWY	70.89974197958512	44.97384571322099	87.3642384262115	151.10605586051955	88.72220094858562	4.124256591116059	23.687038634304795	120.85113059757717	65.03415537582714	163.92209090730765	72.0278549792171	78.83155978320612	43.43962310733688	20.502049174702165	103.01663388001226	11.836279992091592	42.232356303454765	42.22313503633885	59.4111527064846	69.81104323620872	46.00036482350549	30.412903579057346
MET-SAM-PWY	5716.25122459625	12058.591324936244	11140.104110705888	16371.026988846634	10812.048736748136	6676.707883458905	6545.505580523725	10203.72434269211	9447.294856529536	9825.570940993872	7772.31870713357	8938.031638276281	6274.09317624019	7421.3575110506235	13966.42850202263	6754.098734682406	6399.778370110712	7745.450867225043	6891.0869283014335	5325.790193041302	9503.433493664992	13417.546425294124
METH-ACETATE-PWY	5086.513055984768	5547.033041636853	4741.112379244601	9671.189074249152	6135.936167002849	8542.746989597805	2481.4423691126362	5350.872029726016	3696.4285731163104	5795.407807644	3566.677265983309	5225.390684582217	2800.0994539944177	3466.720408013207	9038.243049264334	4306.541009495321	3035.2219337409956	3255.65945083649	4210.764220958292	4623.83939015242	3730.8781358921356	7101.590681211398
METHANOGENESIS-PWY	754.4113879892681	2113.193981280615	4265.193746990177	3166.408007764579	3128.013479132637	532.9447185541375	2446.227248566909	3077.744251538386	2957.148563309981	2092.721206629446	1933.5334531927779	2535.505820627866	2232.07928800737	2200.6179732345995	4662.7613283895735	1838.2989877210716	1940.6408576419894	2680.596484753162	2120.053675540302	1091.7612046456757	3932.5815761688386	3981.2855312315864
METHGLYUT-PWY	162.8140640725143	416.4201195269967	173.15484980362118	230.09611110421838	252.1760406515038	356.6141524939028	74.50485953939763	349.89062047986334	132.66251027151895	228.50410937259375	161.32147723215854	185.09228518722156	121.60632994628158	168.66154482007494	306.4088331192724	144.64137940294404	116.98699529147049	130.06996483345063	171.0935305294866	138.00692012910804	178.2878466561382	233.46519601744328
METHYLGALLATE-DEGRADATION-PWY	0.23907682192841556	0.07822789407722311	0.06989596729906472	0.2431805937684377	0.9461673402780562	0.07887717847965692	0.936517616298444	0.09072681465300253	0.1390993280830095	0.07746041773269687	0.09525278230589661	0.030551386303617947	0.21388161834904845	0.04905508628727488	0.13580745381235454	0.07458253603239774	0.06268615946867284	0.06745365289438283	0.06840319074764689	0.163094056942875	0.05171150941832134	0.06272309632557042
NAD-BIOSYNTHESIS-II	1748.4896754041313	6243.705624673068	7057.161533652986	7311.069138066006	5817.322001253477	1664.9578977185536	3585.4577750145686	4989.279763978787	5633.689836117127	4266.803852172982	4719.460149179186	4332.908814705004	3400.523529887532	3430.786104247398	7101.481971359187	3193.8649183875505	3411.5595908689447	4268.401567737337	3440.2295484180986	1951.3849111326865	4099.318870091146	7457.578221022581
NADSYN-PWY	118.22119145830055	81.70951163932405	78.06459834874661	208.5134727124336	64.19258005692028	126.28888035053004	320.2679468657884	66.8245543762447	69.82529339309912	98.8012343493465	69.52633024945834	67.14075752988818	83.69730831227551	55.084090523602015	99.93022942158305	103.71061809497284	57.30330618113639	80.09065314687894	60.62999248692625	65.8911640329287	49.51281657334101	86.4389579258345
NAGLIPASYN-PWY	1936.094753530776	5019.918144788065	3187.3263292554593	4795.439524858281	2790.188615384557	1717.0658771901815	2641.5614062212826	3388.3003284362894	3158.283486598813	2523.066285400297	2288.8172058862515	1954.0944626410121	1807.4170118325387	1610.1454782380204	4293.883563767791	2247.0871143996687	1856.2162546915881	1871.8640924138278	1598.9220468271938	1613.1153896670241	3682.9633678926443	2636.0250198571166
NONMEVIPP-PWY	8470.969507841204	17161.684512216114	13369.63225342693	23746.053888764236	13804.12828735456	11929.37606857723	7909.901350368523	13902.75327872294	12266.14050421838	12815.51971912989	11046.306501334397	11505.878704311745	7257.293310677685	8595.089483843041	20194.586609858005	9396.255129545818	7820.904504866355	10086.497354656141	9063.86820484491	7818.495827876359	12158.251227903585	16142.674566869244
NONOXIPENT-PWY	13226.022735551378	24914.804659921465	18929.15383753874	35339.620726468274	20045.940788255757	19698.94860658069	11670.787964540299	21377.60383380278	17390.74103722956	19561.65484970797	15435.14841755991	17423.120075740168	10681.301309718365	13603.397372126075	30723.69293674531	13811.035885130246	11784.93180667211	14736.126079938776	14149.209273793262	11958.587991718208	18762.412919780323	23836.80446286459
OANTIGEN-PWY	7146.37138329388	13033.341773065493	11385.702672099864	18821.09748843686	11629.992221069446	9798.874148967898	7091.161417482384	12088.464146669183	9536.41538072555	10947.709633929802	8406.143778699925	9921.318676645435	6688.463528688922	8330.886053513823	17639.592965387368	7928.2902960165375	6604.280226005506	8775.296151851895	8090.246295013499	6449.022023099058	11559.816084810154	13597.743441827259
ORNARGDEG-PWY	9.653623194063554	121.07086458427169	13.31232601542011	22.009648096513132	17.702411077171902	103.53872258096476	14.651172100968825	71.09304967725492	11.444720658853889	29.05495227493608	29.181302281512675	12.394177141437057	11.18032752081994	18.75589682134581	21.740555520101218	27.139028881491136	6.858527859159997	7.813643364872234	17.212832274674046	13.641603732317762	9.215858879396468	1.2380334774996251
ORNDEG-PWY	22.048424316865127	213.3480773990881	35.28861038038532	63.241042706803746	51.25241732776611	250.72565518281547	24.873506033549642	195.64038678535337	29.68670378633845	82.3051811959346	75.48039587170719	35.966360818630925	21.16849169965799	51.10189247514347	62.223804893195215	70.09260018363366	20.462201703636634	18.99208195936997	44.97081877532882	37.07716519893028	23.407658164570723	7.771240552479532
P101-PWY	87.6069577317019	70.74469747528687	58.139479787358326	130.62501423716682	74.20144019762503	145.76119411366687	70.69495722915111	79.19744936830482	49.16340817405595	80.03913704853507	44.896413992640355	79.83533653329013	46.00051892887245	43.40631838438701	102.40926261221558	88.71190442652396	29.42891544553732	38.904119215652834	30.998359155782932	60.062313544440066	2469.449169221098	73.35380871242482
P105-PWY	943.0288051793117	2217.186008435688	1229.5916368109679	3512.7327596645423	1300.045062669395	2761.137836909975	1580.5776130035317	1980.0748451011639	1093.4988843785536	1767.4958094775468	1216.0601476059649	1113.5307030128724	868.286542468033	954.0145155650896	1799.5386049391718	1016.9936276853267	795.7295552019477	3128.4911895156015	1089.7251973631091	759.6729826871857	2934.8479396750754	1266.546086146116
P108-PWY	3450.3341694662777	6182.138555264996	4465.097273297889	8273.362100919398	3954.2529984362154	3750.0317291957913	3974.4895114463297	4621.991041569072	4264.145066475429	4671.224652246609	3034.1659982504807	3650.1106456461384	2815.5872452847793	2851.888014891594	6139.92268837818	3440.7742265673046	3017.4643615242476	3528.4503773894357	3056.9506050975792	3211.360543827239	4966.128897117961	5686.691390829396
P122-PWY	1770.438823815304	1927.2259396286488	1482.8644162976027	3913.611760421505	1300.2256995451182	2933.4381909547974	1402.9064184911842	2100.0511211765606	1338.4110850323327	2172.7246557296367	1172.9080478365056	1490.640235618679	893.8609787306674	1541.820161239836	2255.9011024745714	1624.059653402326	1078.2556463366222	2123.82073669958	1403.0539583654233	1527.4124021907317	6324.355472163147	2019.204171817279
P124-PWY	2515.8241868363057	2604.206608785958	2065.960607507133	5329.376148768986	1769.2623796417452	4365.018739634658	1944.9494376698913	2908.830281190606	1784.7854205638405	3163.6353925050466	1666.4439362185285	2022.120742735699	1228.1943069007993	2361.439942960341	3153.6232212737477	2475.5576785430258	1431.2124110728475	2945.1995504909296	1917.0657285196683	2073.4368639359495	8973.831943500734	2666.822247914006
P125-PWY	1278.5502722487704	1060.2324976873786	982.8923572057045	1855.4196730818255	910.5862939027052	1599.9520799310014	453.28832671128396	1643.922083362135	892.1258948837568	1591.7938339935183	678.6526313593761	1034.7555325252401	641.2506584582736	903.0573737679144	1981.460674514749	832.3729282059372	702.0183847475887	743.6095114346866	734.1519837964962	892.4158036634401	808.0042349270494	1658.4149498194074
P161-PWY	7563.487732690703	12956.794085800326	9638.91428698967	20257.659880175	11728.549129101966	13296.787881764496	5198.722886893332	11291.741546131972	8470.85671567947	10705.888583778547	8322.311971947016	10445.232148463963	5494.4717907773365	7818.652926676539	18554.375122663623	7635.499544015397	5979.655335354444	8403.643956898743	8649.700325639431	7417.667581940587	10937.812002493598	13550.819975479786
P162-PWY	1749.6762551638583	1795.9797360689283	1458.1690693814176	2359.8919510508117	1458.1185899658253	1904.98015470032	974.4014996719021	2142.119589695242	1264.993834813743	2068.307981067331	1167.6411654525118	1101.739823694267	1030.3810724635634	1229.6972653616194	2735.2500780998575	1326.4497698810658	995.9157920760408	1015.3796529816631	1193.4571847740988	1057.3861020587797	1226.2164677758028	1715.4207383743656
P163-PWY	1301.3450187675307	1413.3186882651576	1499.9745786481783	1984.9742079891562	1368.0065118714194	1376.6408609417003	1127.0133700695967	2060.1410228316245	1398.3440520162226	1718.3722727842385	942.355607861957	1180.1673457383242	846.3805895246609	897.4801867815378	2087.0457800932395	1133.7072600761549	876.6853582714117	1074.0818455560006	1012.2012180319069	790.9382285592136	1126.4654501900027	1908.015324559351
P164-PWY	6242.727233479935	10852.326853825174	7353.460521595154	17028.91980890529	8641.389940558554	11012.56330634407	4764.007635873149	10189.018291181379	7048.650465941015	8880.75384882502	6527.225035236642	8388.261284195803	4351.10100081914	6224.345435924697	14959.393979417262	6036.831528592471	5424.791130023562	7028.83903115621	7377.626206932664	5879.333121496674	9542.234325574549	10180.924368012184
P184-PWY	0.0	0.0	0.0	0.3402500284719781	0.3148066761333212	0.1104092208566963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0875413964236187	0.09442720202167197	0.09561920648406001	0.0	0.07238990019415227	0.0
P221-PWY	714.9148842048282	502.8677223550885	515.6590820088883	1675.9531595672918	482.81289378876824	1423.1568735305577	361.80844632250114	801.625994462026	535.3880338708875	849.965358600644	403.41809759827555	474.18867281278585	303.64085882669303	519.667313669696	905.360127496674	745.6279356079915	404.11460801149667	382.97917270295176	438.41092172798307	362.51072037052774	348.0999796272262	810.9251222907506
P23-PWY	3649.056871675128	7219.3528857248775	6518.577860918376	11988.221280259557	6620.152570011238	4793.65473253814	4096.01587404163	6395.846373949838	5751.590178756741	5462.812971205769	4154.771150270639	5355.574437551766	3570.1816303849946	4411.20906471249	8795.96654706668	4291.284121002056	4183.495777023214	5428.334771043339	4660.810973782186	3834.654593015677	7627.672559249811	8094.535660709467
P241-PWY	797.7403203301989	2096.1341532090073	4052.9010984405872	3057.888365670495	3031.385519361163	380.3769616240986	2312.2698569475538	2998.6517507364933	2808.2641824355833	2037.615113666301	1881.0645655460992	2469.504935350516	2104.2217628264907	2127.4432783178518	4677.497726130522	1734.761383748474	1849.5295195763356	2458.7995237624523	2064.5837879148785	1109.8424773699885	2857.592170988527	3830.975445980654
P261-PWY	840.2390268563622	1783.0248052344732	3529.6792481722514	3211.8553497480707	2837.3188316684345	470.8330909922532	2055.6512316308135	2632.896042267947	2626.609616499673	1906.9994780781603	1623.256302258172	2186.060716501352	1810.7182391031786	1777.8969030440755	4215.038432081934	1604.3556303027988	1752.4800577836631	2348.550604334177	1808.127625759693	1130.6424558294561	2348.756057998962	3266.0281545667594
P281-PWY	7.473679414767255	17.19682299575362	2.481024210604409	1.7874828652837722	3.8204797023834836	11.54769657815591	9.686515761541036	1.0290973469894407	3.6300187605519243	1.5494396505470909	0.7912072127900205	0.5930941069274922	1.4041242316480085	0.655992590849099	1.0710352471830766	1.0220243275331822	0.5846535955300961	0.9548098141292494	6.14218431773088	0.37875255268960156	9.387864964898418	0.64982794220619
P341-PWY	104.13446222767392	93.49768589195149	90.71313734838859	284.1499457539817	153.22672251376645	393.6759848475499	95.95930765767864	130.77855236565054	232.96027759326972	195.4812383981773	114.08513260090444	108.74138663595785	94.49481253861197	91.56946844680347	199.23010736367945	98.6304122331918	115.69335604132671	138.88071643978995	192.36836008207084	104.69219901897168	87.8979787964602	272.1289596188668
P381-PWY	0.0	0.0	0.0	0.5267726966328719	30.912008562581534	0.0	0.0	90.83056449894458	0.0	0.0	0.0	0.0	0.0	0.0	56.54803812348021	58.277293801226314	0.0	0.0	0.0	36.0709443598434	0.0	14.97861081151464
P4-PWY	6668.665701530047	12291.176747175245	9956.45699674117	18457.55552589263	11312.470183576961	9248.58347491077	5800.542912242478	10878.397639421319	8700.941549438196	9869.979516129426	8058.887608423506	9599.652142234576	5502.532418975278	7264.746818763821	15780.563178942493	7351.770821592861	6087.407316947239	8291.524775555665	7548.096763559967	6238.9904368908965	9840.191747986359	12974.102818166677
P42-PWY	5870.567153205283	14209.741253102608	15617.022825808554	19611.50715818864	13458.155912144744	6098.1547770992265	8961.194007979466	14766.195648761617	13247.4775009589	9862.838834002694	9743.691628679178	10372.4926110917	8214.296438004196	8048.292766886351	19554.996979688935	8253.572046799736	8008.984659125462	10566.803111063073	8526.637167821411	6263.52013625126	14108.93400224206	15361.904885344979
P441-PWY	5637.879893218032	11199.895974688245	9502.820214901256	16663.682573097394	10117.933686980647	8354.249025332027	5308.883673716924	10571.575056950924	8417.882822531752	8824.556447437153	7238.520985828779	8707.959682374005	5278.093698734046	6551.218120669939	15216.908552692124	6378.728720268245	5698.419136584524	7741.499796457327	7161.976340378979	5631.172746777885	10234.631131259324	11777.651539687728
P461-PWY	2134.994110518931	2894.8960184026246	2547.8407385965684	5043.727615479227	2868.743420182086	3398.967480007334	1264.0004361697925	2941.3923974367412	1892.7762381507323	3030.492320787296	1315.7646217475894	2683.7261335338944	1469.1338610535843	2604.995810865679	3294.8811239526767	1662.7620107861428	1670.4940738087885	1652.595320792217	1964.8640348767565	1694.5584589890218	2119.542585598251	3215.9642231608445
P562-PWY	843.7236357138792	1002.05824790074	799.3445187622201	2648.894168880659	945.9751347278859	1533.787573116662	325.65713645524767	1218.6602253377732	714.8568041286989	877.9689546555541	660.0161372414597	889.4384672331018	424.7781676818237	532.3192722560669	2214.70760971319	672.3554502027184	459.31644969236396	1103.537212338369	1011.8133574130676	795.0391773400802	1284.8955211057369	1043.4535502602807
P621-PWY	0.008360505192125478	0.013226068150503412	0.013957382143922406	0.020736536042751837	1.3866504868163918	0.00771014037945933	0.008724786488457623	0.016222037196021288	0.015111981275255038	0.017290708384775297	0.011039208691209503	0.021767041879652626	0.005428003611377202	0.0073181846209501526	0.018248104657096986	0.005501937496641256	0.00932881927499342	0.014163378422897756	0.008068677963519382	0.004165506712666294	0.0060316663394145	0.010758872552168942
PANTO-PWY	6041.9895782098765	10874.74429916726	8428.121215239758	15360.892966349065	8613.827156468187	8530.9135501891	5513.832348884857	9199.720135204	7918.531604549336	8836.030115327792	6308.48578326447	7247.452221299234	4987.497447990096	6240.971665204916	12760.031618689109	6243.700497709328	5293.26427017745	6028.398563673146	5638.9692144141845	5369.010762631148	8762.57868330086	10201.89649178292
PANTOSYN-PWY	6534.926199612679	12341.192509008786	10086.34771823218	16998.79875133825	9997.665972019095	9084.465676350746	6438.341323033706	10756.688612833168	9153.992991810197	9764.130699953725	7288.859032982721	8371.008432041985	5891.051846719202	7133.943160211773	15117.926884853345	7099.247194626062	6031.868110128615	7300.600751757868	6571.285222115608	5832.681058239863	10226.042855689897	11577.701303151991
PENTOSE-P-PWY	3077.0938027060133	4653.904437867014	3276.499705177197	8233.729584113767	3217.819148627839	4320.856050847549	2718.727433242941	4253.01942814497	3438.9226649099987	3812.956848932668	2403.3033849963153	3437.348470495115	1997.748007004376	2331.110291581938	4658.2133682217	2469.19704891363	2682.0450044445547	3859.8579269996694	2956.4764644285747	3072.7093552194747	7485.3975280426475	5297.702107265898
PEPTIDOGLYCANSYN-PWY	8914.4869646769	17621.716264963354	14202.008752406213	24575.00424974562	14553.275678256647	12394.212140418382	8407.848935681686	15006.630269824418	12669.793389257955	13326.634134689382	11212.893996480958	12228.95046671575	7883.382088434905	9555.536497211422	21818.46760940798	9874.782003920332	8250.77120079053	10918.530251762479	9856.191266517006	8262.593175782858	12404.813395353834	16911.182315268554
PHOSLIPSYN-PWY	9633.526783844898	18047.245778231136	14802.804318174225	26696.496857126913	15594.143369877791	14188.53736527335	9167.996403632804	15802.011485625022	13198.98344063919	14584.892181915393	11718.250867626339	13311.350684303208	8327.442191465814	10328.124686681815	22026.320740969797	10616.272693278388	8804.400027683843	11639.757136910726	10483.167580721323	9030.817758839446	14820.804299427025	18281.556541953905
POLYAMINSYN3-PWY	1932.667336142277	2528.7974165250876	2197.7898004458525	4247.967015980999	2369.5512585002257	2862.75482037578	1684.402876622728	3028.1566595291574	2086.641345059848	2953.4611497947003	1719.017983788209	2002.1837539043372	1473.2786591939466	1798.6104433386124	3634.827649821261	2086.9291974767466	1572.7858231758444	1674.5404243338312	1746.3607563280887	1702.4830486676874	3706.7311287526786	2830.137376007798
POLYAMSYN-PWY	2049.32549121796	4273.012111295083	3520.939595654185	6171.869154983839	3750.9770289877447	3508.8007321631653	2111.0584958019194	3744.093867348998	2913.4844154274297	3444.5830555020334	2815.8866057234254	3158.274021849745	1895.9587736498077	2281.110182045391	6649.532808588206	2247.4835523097167	1975.3593407283483	2686.8019703204445	2570.702216345875	2387.3033017773873	3772.331892435761	4253.833602323486
POLYISOPRENSYN-PWY	5218.0035703612475	12140.601160303722	9675.49060771871	15797.130021117691	9498.337139668796	7732.031598927938	5708.33405562952	10092.824977513927	8751.509205365674	8317.548874372731	7427.423013826844	8217.715350095832	5087.841475425229	6492.218944684422	15489.103028292548	6298.6661845416065	5566.674105413204	7676.50625421904	6891.0503618715875	5481.631760483115	9593.077612158371	11069.01055082918
PPGPPMET-PWY	386.83223597881084	746.6525063213311	473.0028807964752	886.3896585517059	384.6322989238888	1199.3634566262904	1624.3655646324198	810.6512287971093	227.3776988680605	553.1423574149584	561.1214576220027	370.818388317863	364.90556801358605	347.07662885023433	432.1813856462025	490.04316577896446	198.3946161038324	396.8735995925525	291.7234766586695	324.1322596743861	364.7139543750749	521.8192789228002
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	163.0400098897585	912.1534017935834	465.13901407345645	600.0188398628654	405.12533253264263	137.50501329130276	338.16966871731233	746.1801223618712	461.26854759262494	556.9281775260565	292.07733899968633	385.4059209255487	328.217579758952	389.5340180182989	782.1532782286017	117.20779644645165	453.4333936592273	196.63175063019278	466.0636383526923	73.69392558147139	534.3509027705935	502.56635940195133
PRPP-PWY	2232.2062253616164	3643.373755080757	2863.1766741314545	8281.849611431951	4116.605666418816	5238.92547551622	4127.509247723496	3455.8034912513895	2626.2563636643818	2309.6202326267444	2241.938297303623	2323.8908209763827	1933.7963037018728	1638.1105223747895	2508.248179211765	3362.959358876952	2759.962566640356	5333.180501934422	2046.059084426165	1998.126265930242	7977.79764590693	2377.675945703574
PWY-1269	2100.723525550326	4750.232248863882	3073.446525247681	4974.164614816858	2505.3293919327616	2231.6176978620224	2486.197842645723	3410.259219720496	3010.900790136299	2493.7698742556795	2275.370692275084	1972.411402938994	1799.8678220241793	1626.8547001189627	4130.385139188045	2257.8045783506755	1823.9838656879556	1778.3046438665529	1627.2620198079014	1724.7545527195236	3603.7326978472065	2780.378943070032
PWY-1361	7.151973453136537	3.714622320624397	3.065589766277819	0.015122234351787051	0.0	0.0	0.0	0.0	5.988457853357947	1.8492934823199074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1422	13.040252907341536	11.126575297675073	10.419696128191566	9.445192766937216	9.20649155644643	13.028956425722354	102.28315371826622	14.24839417031072	9.309433451203123	11.825044032407803	14.163461458199624	4.875680069775659	18.39418523114632	7.687343574488131	11.827887361083015	12.360211910562528	3.980948788638959	10.335974437157038	9.552207974748523	5.083014091611334	9.727322310379696	9.512530481367387
