# Constructed from biom file
#OTU ID	AGOS38P1A0	AGOS42P6A0	AGOS44P4A0	AGOS46P1A0	AGOS48P4A0	AGOS56P1A0	AGOS57P4A0	AGOS58P6A0	AGOS60P3A0	CONS37P4A0	CONS39P1A0	CONS41P1A0	CONS43P5A0	CONS45P2A0	CONS47P6A0	CONS49P6A0	CONS51P3A0	CONS52P4A0	CONS55P5A0	CONS59P1A0	CONS61P4A0	CONS62P1A0
PWY-1501	1.4309527683492322	0.7302300810401872	0.6238888305448611	0.01838818155964702	0.00498398554523507	0.0	1.672597750965987e-07	0.0	1.2029827964013895	0.38234530985923665	0.0	0.0	7.527962794980836e-08	0.0	5.0230246720758764e-08	0.0	3.339932942488826e-08	0.0	0.0	1.1702468450642331e-07	0.0	0.0
PWY-1541	25.536557739469327	75.95983812240823	34.4595186536612	63.556523873276866	57.76944557221719	57.81932907526858	22.906724055355596	86.84141797072836	30.55424619952604	72.68360430931223	41.61499830276924	41.008478355672544	22.46693317113669	34.42942554404239	58.044667051484645	31.076775653805864	25.82050961926141	25.173569465371216	34.50672776038923	28.17270923601005	21.550753986228997	11.326972968136902
PWY-1622	188.3806109454594	104.1426792012649	95.44843085410452	246.8706356513919	48.04226230652286	257.19778842993264	78.25876935287896	142.27821799715767	105.29053770244398	224.32584694371823	63.02723229873193	126.5256860704142	68.62959623897977	81.27774529090135	169.45948320080336	133.68051598358602	75.54581107083992	100.2292458134714	111.19179018461772	111.76613066698049	87.24635767729386	173.83582965996948
PWY-181	644.2850049408898	568.2099129416366	481.22091237842125	988.8966807982865	544.2858857410591	653.5503877555298	419.3356492867165	701.1667860991095	375.82771147187566	786.3627095708391	391.9820308365348	474.175784028316	324.15943853773075	369.6670060533169	786.4025206656379	735.7495659956245	371.9777311511146	301.3543949665863	325.7080216499687	376.81689556713496	6675.516683876452	512.7749621620147
PWY-1861	3570.0344210749868	8225.392628605827	11293.390270181593	12269.81654119813	9825.076727386759	3736.8723573334296	6755.379506567369	9907.536508929657	8736.696312778493	7467.142191287714	6389.342035728139	8451.38499873907	6093.493789562902	6911.578018615059	15120.762734587472	5907.977395783848	5951.581114440502	7712.2198188010025	7009.0635781772235	4291.529390073423	13185.324699031189	12408.6420356489
PWY-1882	0.0	0.0	0.0	0.21937642803225335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005452990820825178	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2221	0.9122482645885599	1.0039200765860647	0.47185685266450744	0.9031680200082212	0.559238968494988	0.8408338081516471	1.1216079450292982	1.06694257775986	0.559543359239069	0.22602693093036527	0.26718029851088976	0.8205200510563381	0.5489549055993811	0.18494421034377645	0.8041050997495047	1.2099378510055785	0.24853940529823107	0.24711774352758634	0.7791161143806525	0.9725526979353921	0.12302881372488128	0.4308254363348561
PWY-2941	2742.0237733557456	3700.917557501707	3104.0021489478713	6568.855342514301	4105.847307631278	5317.06504383012	1327.9004335134102	3578.8432553679077	2063.9609916042687	3207.8149373852657	2117.818856815296	3391.774575724013	1624.2698105179072	2822.6052959199424	5702.258023743916	2658.489397534084	1687.5618659834665	1987.3675465286587	2870.579822098963	2879.920740706476	2338.9307426691557	4464.742337937258
PWY-2942	10029.241063622318	20307.941001916082	17066.492821346343	28102.406186032014	16964.945597907707	14279.04216762089	10077.903366779849	17168.449786102257	14961.889861301266	15393.263480892076	12942.900979397346	14175.590015983109	9315.018777368017	10928.76836904919	24848.945217842735	11322.196664363832	9779.929993984992	12644.931228819283	11363.754795733184	9349.271407903407	16626.993892555623	20375.172402012475
PWY-3001	9415.440649744463	17803.30459738141	15980.235897718458	25786.41665718585	15365.919150737303	13442.045029584962	9517.93686797481	14872.81019376276	13640.544853419113	14313.2644430269	11539.035773575859	12972.74265879629	8472.680913445083	10059.87628357015	21049.63652904673	10496.033974983075	9206.49838669488	11416.370035778607	10060.387317259947	8608.974177928703	14615.969560666348	19336.302659755736
PWY-3081	0.0	0.0	0.0	0.09629736310844306	0.14903340749923819	0.0	0.057174659071467286	0.0	0.7203326687696336	0.11628893017649845	0.0	0.14265111392405874	0.0	0.0	0.0	0.03688529697325174	0.06171548584815882	0.09509501916892571	0.0	0.02799798181584122	0.0	0.06996768030297239
PWY-3661	14.981072964154247	10.658921626162691	2.5636968974836107	0.8909605758965038	17.750762444630166	16.36764676079661	29.690548856080728	16.99379686667242	0.708522150852187	3.7334585986066577	0.6127932762336091	3.1642951004795044	10.066672647163335	4.410936370233571	17.038868202795072	5.047099340134302	0.40996060094718845	0.6804109211847651	3.1841062133852893	0.22012775063379908	5.031695570082329	0.5390620118538174
PWY-3781	3277.290228223955	3112.7930793170776	2819.6597107754687	7412.6635583593425	3249.5331072678414	4629.921382926251	3426.5971877213515	3156.3915087610612	2322.491400278217	3551.484547252673	2174.7842366361	2841.0868142945956	1933.684098245473	2107.3454660839366	4273.207653108306	3671.1045364755064	2619.8874211630114	4157.514098202192	1954.5176323050136	2631.9520103707073	14425.502121282952	3246.033141653948
PWY-3801	81.40480276256427	82.33433202721517	67.69344680637846	172.04206277709292	55.140661512409295	80.38988949034685	612.9441245452998	93.9943596946237	59.362022794492	70.8262918141727	86.69266673580198	38.166613291983786	114.79325096786611	45.47639037943698	77.4251457085301	81.65572103649559	23.380639222674432	62.33706843855755	70.4394317202554	84.99039247814528	47.0074938061513	79.09297730754534
PWY-3941	9.342279119161784	19.38266976779027	8.141987878658714	4.65304395708217	16.796439439253362	14.584288809048553	20.891930177833178	17.85987061284267	4.386413866463594	5.780388844833935	6.03896213965007	2.418068703241232	12.37990539250124	9.174035991880167	21.30219216134482	9.402692850178747	1.9271131967622204	4.336074783674114	8.612232301111582	2.339269026493123	9.426780718094951	2.274208852014837
PWY-4361	79.55770602940105	142.02117110025017	112.7726055980762	164.6401016999339	100.33029648055926	115.00416683030737	114.92638071376822	161.65873340818146	80.32170862848324	144.95491942207425	97.07494376694432	114.31320176995291	78.19519340330592	78.16612211108793	137.62855667002606	91.87898390748094	54.213247058822425	71.64355137815853	58.2829634287443	52.044957382183846	81.74752756948452	115.3874971329314
PWY-4722	783.7976260705937	854.4609753649066	628.5370892551834	1662.7786942364753	659.8604671500485	1582.7149770293827	428.79438360931135	823.8433639890568	573.5011649552806	963.5378189445297	490.00004072879983	771.6680608822357	447.29915367060585	504.23889142514645	1313.7980197605384	620.8787352297744	420.479744252361	784.9469948558435	538.2393026572685	669.5121855396358	933.6401130597023	931.2973591963915
PWY-4984	3942.5959338237553	8622.731644485808	8184.150446588045	12661.317836932561	8212.62503502326	6201.970961248983	4217.509606864198	6321.6750746501	6782.795701843892	6880.896780930682	6151.02565681678	6544.194464087915	3872.1607942169467	4470.646825525186	8961.128349870567	4598.995906474083	4459.696074075006	6017.758059203014	4851.810289639213	3801.7281089453113	6130.245500622857	10360.604962410682
PWY-5005	1406.9821057263928	1802.7314880882996	1579.3867615121699	3188.8135107412377	1763.8652176209507	2142.967376917115	1129.9733723756358	1701.0004722682336	1361.0270718532918	1605.9382195625217	1329.9689121671365	1613.8690441024257	838.7156967248725	956.0067897076027	2054.2014690330734	1367.097305585537	1038.5734133392814	1090.7009098874037	1344.6934070306997	1388.2930525951635	2444.5247864833295	2579.264131268471
PWY-5022	2682.5553204552666	3307.0899264263007	2932.8422732077197	5816.604559638163	3591.316524207052	4346.383492936269	1662.4239785856971	3484.19855100902	2515.2472244802752	3570.378232385685	2238.634641842512	3044.9962975560984	1637.8967000234497	2266.6657079174233	5515.080997924955	2618.003004384268	1902.1387077878335	2605.7334564970806	2494.3797811440586	2572.5669257663567	3316.235524311374	4034.46577795076
PWY-5028	72.23913809001176	8.265821619240164	19.120077027424138	65.92559771055812	10.950193443238083	3.9720088743452164	41.64089943197759	8.85614699699039	9.778337585245326	16.34625341501353	5.975215543490078	22.77297948228137	12.989101615747842	15.381560359923375	10.492292267329995	45.29891144824959	32.273850501025464	10.32688211078303	3.0307017515563732	13.357767435051958	6.435598429703065	0.9198280646325766
PWY-5080	0.0	0.0	0.0	1.1051826382283697e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5088	268.2977962623596	116.464428923881	436.6738831363068	415.861157471716	231.81572084711368	60.086287984175236	62.21745953840381	384.64433511837	195.44914704957395	299.93667388755983	170.58208460159562	221.2449988528474	126.33458080946967	84.19664459120258	278.31300667062027	67.5454596805813	129.7483953205122	203.77026076793922	122.86718813548592	168.46619358943056	115.59855916461406	235.3475159651896
PWY-5097	9141.39947657475	17649.01070340079	15016.385866052437	25395.468608020234	14765.567530905208	13346.182428859465	9464.774612689447	15348.847780145048	12972.723212666077	13789.170675301973	11179.163125133928	12785.714127884874	8380.299972273875	9770.202662226106	22515.240233010158	10163.51373885616	8682.88517389994	11276.954774190845	10321.41004969265	8669.810060298278	14816.855390541392	18236.51754964687
PWY-5100	10637.669092645312	19969.060899789576	15387.202920534455	29617.231795856558	16633.05546677376	16167.037159431598	8647.79117249557	17234.599771301942	14106.617192531481	15572.722292560533	12816.56470458225	14707.847840122742	8600.28760551756	10990.392097378284	26427.783300191008	11553.600434885571	9214.648006589678	12653.325886171324	11877.009408981186	10316.101872605042	15551.781710436198	19421.573217628087
PWY-5101	11426.616705443495	20198.98168710883	17852.659661673108	29660.132372217824	17211.093539614398	16318.193665580658	11026.655778875283	17090.372401769448	15452.90877582359	16758.55473291513	12872.206525420783	14824.511909578321	9793.871205547146	11880.417285500736	24522.408061540766	12111.00878530894	10686.337958367452	12952.759539549452	11661.85896964348	10037.417758277963	18175.232391905585	21999.562487447354
PWY-5103	8724.698687871612	16156.641242027337	14826.74743305288	23806.83577535964	14096.672064060107	12488.397293850465	9007.906919223802	13421.281139600333	12587.02043761319	13136.198197360927	10593.47242262063	11945.598060189091	7788.757679449922	9332.126378337623	19184.679398514836	9729.76784226732	8588.540268335484	10507.481710011183	9216.449555243864	7987.058588592293	13715.20959023253	18065.5890175916
PWY-5104	11533.385992761421	20497.82061921587	18184.69932550189	30018.176701687004	17601.517259997272	16489.702934874196	11220.29601512233	17802.548369586413	15791.597973900949	17195.494779526576	13127.774528896794	15234.765326778856	10090.253621598004	12227.579864941736	25630.513716801735	12387.069221831462	10809.72454541728	13379.103755638975	12009.928650381311	10240.793177889072	18498.45660027026	22177.483033640507
PWY-5121	8161.938264454022	15453.281213074884	12324.558771567863	21876.264069918667	12718.530671600372	11499.200018963891	7609.969589485696	13395.515796669646	11144.945550887605	11949.625085595479	9677.077122060988	10863.601076987394	6955.607891240004	8310.878737162317	19637.44246442465	8918.834195105359	7271.809521221105	9541.529189230036	8694.298096389713	7517.606314235259	11871.666606596942	14571.68620841112
PWY-5154	2459.755969793191	5592.963743609383	3244.6540578472245	7258.385875517101	2337.511847424164	3314.1817673804003	3099.7499622971304	3541.5658714566375	3364.442071858931	3485.421672849056	2078.6109004915606	2607.5205044210456	2049.3789874541394	2256.144471250905	4252.56166010347	2568.4479751272393	2534.471696197475	3137.283000433995	2349.5976021979277	2406.790517735305	8310.653356478006	4297.3057890616965
PWY-5177	1015.6218577627965	1155.674486251757	838.072464077027	1638.3887711655523	826.219491684286	1400.6554817333802	1292.9995644517226	1321.8825628541724	740.2126874323096	1280.7240182764285	805.0086161378222	661.1845065694453	663.3037951020098	733.5067803629258	1199.502318588343	1073.3382148325143	676.1634528047852	660.3305602195159	576.8942684562841	785.0388130955881	2291.0243066307007	967.7310735265837
PWY-5178	0.10832862758414148	0.16225375652390558	0.16808530303280275	0.027491075589173568	0.005620882265614228	0.007360914138750717	0.05524961753875678	0.008607821616861973	0.19015524326831748	0.1897729576052248	0.0089425114075822	0.28457335884015583	0.01144692520532376	0.00463591300012516	0.21361442019623375	0.006882740016048398	0.0023663176665458282	0.006417328932801343	0.0064239076696830846	0.002847033379920186	0.00485382746174302	0.005946258369873952
PWY-5179	0.0	0.0	0.0	0.00010812611595922454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5180	713.071742388941	1002.3753984283726	740.6354177121539	964.1000946700382	962.4509727428992	690.7343478423736	336.2335041342043	1048.530108939519	563.0859557298537	934.2843099076136	421.74528785938327	714.5749789784228	563.2053192896396	604.1860171214375	1148.5395468046397	341.33434517896194	500.75287504925114	517.4876844631771	638.5632027532572	457.6943354104614	628.4915954796348	1134.3577239833721
PWY-5181	16.174443778088214	10.780750955639153	12.449987003185258	29.40581334912854	26.68261160021649	23.24282339538501	24.661139429140782	25.527496503466395	11.702099660130335	18.65843709681304	13.258915730052868	38.35731357469261	14.237788428155762	12.192195961115821	18.539851518347337	18.162601648028225	9.466002445440326	8.51035426747786	2.835752652649326	9.306341779536973	12.211415591608427	9.363075541849929
PWY-5182	713.071742388941	1002.3753984283726	740.6354177121539	964.1000946700382	962.4509727428992	690.7343478423736	336.2335041342043	1048.530108939519	563.0859557298537	934.2843099076136	421.74528785938327	714.5749789784228	563.2053192896396	604.1860171214375	1148.5395468046397	341.33434517896194	500.75287504925114	517.4876844631771	638.5632027532572	457.6943354104614	628.4915954796348	1134.3577239833721
PWY-5183	3.854421986870995e-06	1.4669999999996375e-13	1.5479999999996037e-13	0.017016472946404126	1.9289434834780605e-06	8.54999999997427e-14	4.820761540908864e-06	1.7999999999903978e-13	1.9291038184515782e-06	1.9259999999994195e-13	1.2239999999956802e-13	2.4209999999994714e-13	2.1696664274372736e-06	8.099999999963756e-14	1.4477692095115106e-06	6.119999999985748e-14	9.62575464788652e-07	1.5749999999901614e-13	8.99999999996746e-14	3.37209537143933e-06	6.659999999976453e-14	1.1969999999938462e-13
PWY-5184	20.141850249723372	20.305343716668283	16.414806407694698	73.10568803395765	19.083119644732854	17.51613801483656	11.52407744782794	23.81894508709246	14.933840731818018	24.95026712967626	12.00046310214319	12.246515421179147	13.59315100795253	12.712864039454676	23.62125657664294	13.66799829589568	11.65258831530903	14.60949815912252	9.786505053515446	36.27084029081424	11.699701462062054	27.62216140138538
PWY-5188	5302.068483617074	8622.837150746142	8402.921891607319	14914.704494048636	9017.22763780739	7922.683830567787	5053.776683335409	9226.973884439518	7020.200025860355	7260.22787058633	6113.3815638576625	7791.5529712433945	4554.836617838571	5525.750518032113	14869.684869880477	5924.52991517692	4958.724161050675	7333.702932881817	6552.060692451474	5360.850304881615	11223.5710192713	9891.973645749507
PWY-5189	4968.99915643898	7957.221647851326	7851.040977404092	13900.752162073934	8544.243371161785	7419.308289747523	4671.4063127998415	8668.244993397975	6514.106093164154	6720.44171400946	5644.213651302755	7440.934899487982	4241.103343354278	5178.369255767409	14249.913996233507	5520.009894544928	4631.9904099422765	6638.639676576444	6289.2808700003525	5145.7266745039515	10189.624828145794	9307.535047508753
PWY-5198	516.63479071932	1423.8811055443186	2824.370185494033	2161.8577959359136	2067.0571303584316	410.5952076480109	1621.7266073018393	2038.5555791214952	1918.7927881997098	1337.5931254136292	1268.487984612418	1680.1663453933886	1478.4459171406922	1434.9785822899635	3169.729038255745	1137.5548432786438	1269.7884365035707	1989.4585472814308	1425.1179384492957	723.2949092960466	2199.00604374721	2613.4743457509785
PWY-5265	1862.2650822693067	3160.391519666349	2272.6426132212146	5533.832262237836	2644.1942761822634	2409.01079555356	789.4483403123933	3263.842191570953	1854.0143625941894	1827.1557290537964	1832.0350071500582	2048.9794505479	1152.2808749077456	1420.2439608029624	5563.46024166209	2029.4259156856417	1136.4267514694782	2098.534109015763	2386.4903508721595	1795.7901213482185	2490.7594463623996	2927.0618656222946
PWY-5266	345.5094110609407	570.3739364262473	373.6546028747856	686.2184612765515	417.6949501488084	690.7343478423736	218.16968803215767	643.3894155249486	339.4487963282411	640.5447745992599	351.17576871296677	337.0236791462289	206.7120679791321	317.75438290073123	571.6898935704563	341.3343451789619	250.86193137071672	261.9416904690944	305.88979721821283	266.36131016019624	223.03992051139394	460.3645733179842
PWY-5273	345.5094110609407	570.3739364262473	373.65460287478567	686.2184612765516	417.6949501488084	690.7343478423736	218.16968803215767	643.3894155249486	339.4487963282411	640.5447745992599	351.1757687129667	337.0236791462289	206.7120679791321	317.75438290073123	571.6898935704563	341.33434517896194	250.86193137071666	261.9416904690944	305.88979721821283	266.36131016019624	223.03992051139397	460.3645733179842
PWY-5304	1077.1247882069931	970.3989780273863	965.7906984804985	3348.4104511453233	1087.961003554327	1449.737294651639	736.3338319279953	1026.5041519154067	1319.6356713789323	1080.7755984981284	634.0933807054389	1053.097424756549	546.9210806208253	768.3231311504564	1227.5425458297836	645.1133865911356	995.1276075914428	1120.1191002863395	809.7459043471418	1209.9677582835202	679.4176877698233	2246.924493772389
PWY-5345	2391.592222992892	2877.1730497641342	2547.8559067268475	5322.811779879853	2466.9301331287197	2395.013748914573	2650.4442970146706	3041.025782397136	2759.677541399248	3162.980353507191	2070.5622000625503	2341.0959216611654	1537.0464256327048	1811.9978444274695	3500.8972525594163	2641.7023816377246	2010.4744001494116	2768.9498358945766	1817.2887269660005	1893.8697480573135	7614.21948032433	3045.8588572796216
PWY-5347	6678.6818387245885	13456.074415693338	12069.388690965332	18593.611649417708	11860.952986513576	8118.788460848288	7074.8788892807315	11358.366182833726	10344.505779601845	11023.742077852254	8605.313776465211	9926.120720554976	6755.587393359238	8030.1223031204645	15783.196709010997	7645.44911524674	7004.915067468107	8447.848550620283	7682.679274818109	6174.399237904476	10360.986786913134	14727.440751193815
PWY-5384	2413.2638651545535	3565.581787716066	3216.846128630596	6467.185952228915	3323.335995068346	4366.758196638066	1426.0946019296096	2886.532572690219	2690.156258987116	3221.4174730698887	2142.7432844051837	2916.7015366797127	1565.2822692495226	2677.881229093913	3364.691738247772	2315.4345552118116	1879.5253956690087	2112.54623409301	2165.3778769032715	1782.783128786013	5653.872338641393	4174.805240036863
PWY-5392	91.64075568756262	77.15438530582297	70.36330022717634	122.77973581128906	75.66739631707198	45.014741673257184	28.436750800542036	94.51651043515233	53.63213120290542	110.90992418883553	48.83482517896637	60.22580089611906	35.28994370191675	49.89972543266027	106.51006540233053	57.45602350819971	60.61021543814556	52.84255711840536	47.09155685673397	31.621621196020513	37.13223421025801	62.82235923978387
PWY-5415	357.6180692437831	567.858949262028	380.9163748535662	644.8608481856211	439.62405648186956	564.9464967254894	209.49066291650587	637.7149749947627	332.4569255848664	615.0289500259577	315.8548772575567	348.4207454557684	222.76558706231776	322.27910605925007	586.7462480431104	288.3988901789699	256.7173799672577	267.12862396157306	317.1568198402258	265.1009125242181	243.04900564521503	488.00797240461725
PWY-5417	4.991076992194455	5.620225775413252	4.478410089758738	6.087572301485948	7.943709799741282	4.288265310607898	17.43374034259218	15.259837867032983	4.3196125942962444	6.576810089167659	4.50858771089517	19.958561671545944	5.226840817546346	3.324623323178794	11.65732468077274	3.5111671602644354	2.629389826158708	3.832372023852582	3.8767691903209416	6.934440305700292	3.334049047374238	6.866463595422095
PWY-5419	118.77199868244736	107.17022684029902	97.70696702669697	193.10722450412058	89.09316173877747	109.55017682384647	205.74484289044182	89.4405337243586	85.4547283008664	133.54830365059485	78.44995247287018	85.64885492636802	87.2185564118418	66.72834275888532	138.20192542643346	96.01808487461003	60.49554534433765	72.16780574326586	63.011522640365456	66.57112969684911	44.146152610433504	115.2149535315382
PWY-5420	175.583793917823	170.59244261819077	150.30976997948576	294.38587789957916	140.09513030847563	176.5779236767875	226.01688898964878	145.48476706302705	132.08434819947195	210.02280668698802	122.8382085266243	132.19114788797367	125.0141400362265	105.0691542039414	214.34174213780884	146.19368162436854	93.88988159040939	110.27183820140212	99.34387636330555	102.75849773321426	69.91653664031058	178.26109730493613
PWY-5427	0.0	0.0	0.0	7.048060016192473e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5430	0.12334829539119949	0.19454520450893945	0.2055301816559398	0.26108911063514934	4.655035537999577	0.11372565494447784	0.12858595243873908	0.23885137692939076	0.22268223568786052	0.2549269628105561	0.1625921169567487	0.3197478888410247	0.0800748120014796	0.10785191836409765	0.26840631941422743	0.08112497003848247	0.1374416538951781	0.2081077149224137	0.11891934213949405	0.06143507702478475	0.08892139666169582	0.15864423933009053
PWY-5431	4.991076992194455	5.620225775413252	4.478410089758738	6.087572301485948	7.943709799741282	4.288265310607898	17.43374034259218	15.259837867032983	4.3196125942962444	6.576810089167659	4.50858771089517	19.958561671545944	5.226840817546346	3.324623323178794	11.65732468077274	3.5111671602644354	2.629389826158708	3.832372023852582	3.8767691903209416	6.934440305700292	3.334049047374238	6.866463595422095
PWY-5484	5588.868258353762	14863.001351097975	11889.074349438111	20073.17837423528	11768.503348954446	7618.159984230106	6843.012381533129	12179.746003924321	11071.66514546462	10347.250973802295	9296.065900617206	9784.935916595603	6463.300036809365	7807.309499161391	14883.609555142613	6867.192578655572	6564.722113010374	8898.99496647882	7485.0045348211725	5787.544254024265	10791.511041556476	14263.006258555946
PWY-5499	0.0	0.0	0.0	0.006100980713974603	0.9364732102290544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5505	6632.551972272935	12289.140779375231	9963.477532013254	16567.24743061634	9808.08992661064	9027.836332477258	6041.481749498678	9578.64204900937	9124.978963073085	10374.672038567478	7841.59327303137	8117.8378080022785	5817.593336270555	7090.030611822822	12077.292678661688	6487.863207627529	6050.941567544208	6285.827253330787	6201.051532546126	4836.466052513363	8896.406842061453	12628.05520106953
PWY-5507	2246.115600479263	2006.9870021985732	1940.2276552020426	3777.2021305851968	1843.1990391129586	3052.6863116004906	1134.6356766465199	1808.2864528266834	1913.5644788192121	2982.6143898158152	1533.1910096199747	1890.1426865832127	1220.2922215359426	1896.0766201744311	3423.5185700329803	2149.8633896304896	1489.918852575301	1728.2134273270972	1304.1147780268923	1820.6474535077227	1354.5752974414909	2968.851971935667
PWY-5509	5892.834503487134	10951.53854315279	7935.136315680621	15567.125673085597	8793.234443135365	9231.945547515297	4583.995639768792	10058.013494405723	7358.995165256682	8238.272242917552	6611.984722376016	7879.673926691975	4927.264210022132	6010.263029700147	15576.605014706638	6057.176981608378	4605.029048009131	6700.896800594494	6400.595834188083	5575.5475003953625	8037.265628609927	9458.005785788499
PWY-5519	0.0	0.0	0.0	1.5305325470975123e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5529	23.420378148647824	60.26970466336537	17.6606674711723	4.081297772298322	42.12354819642536	27.938175828496224	160.21568109899695	46.362546271922355	2.4923724694442706	3.082277606855451	3.358809269325455	1.709773828937015	34.33765679542693	25.996088411562795	53.662284008026944	40.0562268600483	23.145019159472888	2.6513336474290963	20.34647574575675	1.128410836764938	36.84924127036106	2.3498759794673965
PWY-5531	62.69619883932138	59.870385120815186	42.23661512601865	164.749953026385	47.66336055666013	98.03436415900819	233.91401513334947	66.41349472633226	30.217887759863384	46.33760020306063	38.2116510879111	27.190043116720453	55.87449742306903	44.76841609382062	64.82558547842544	58.69159368042146	50.042136454772816	90.54114742723225	60.41879612812194	19.43936919169199	75.63198579482656	25.208678476091134
PWY-5532	25.342558922734963	144.12043202926603	35.151536067291225	60.28401729190755	50.469615250836505	105.27950859066188	119.12663790397269	141.89752443172188	29.701070215012965	69.91397569184075	56.8017588737564	33.38402277225978	27.89922192929586	47.684514708934906	73.10867953301224	73.70699247390077	19.703316726899153	24.143655142247535	38.346634062032756	32.45792338625551	28.51877318771409	26.138982333196388
PWY-5647	47.58920358185269	40.86979365109715	37.92989553977716	82.360647314274	32.95702062194302	46.74240352550312	152.08829865782815	32.23606362875246	34.92392064052973	50.90576704379578	30.98082602360279	31.804939894895323	35.78300748393237	25.051460677930105	53.66102382556828	46.175018223242695	22.755426008919663	26.788775493807297	22.39427252371736	26.460860828480488	15.757461110895893	44.33041378542994
PWY-5651	74.40106100446292	51.198804270809475	48.93379094237973	130.9127541686263	40.21900007248006	79.35932460426585	203.99481552194044	41.87069445296266	43.770242220662126	61.99353252732926	43.60895866029524	42.09007554919296	52.60910899278044	34.53622008915019	62.615412479863494	65.17989744566154	35.945089463159114	50.26371525864326	38.0221297145897	41.356419963543004	31.00148319070649	54.173620265214154
PWY-5654	48.11757221991215	47.03753822786193	42.41103364392227	88.8169631237778	39.965307403082704	51.04946796011081	156.2194774432817	35.86643592302509	37.96717757240671	60.70048416044572	32.5895545999778	39.364580147684485	36.14805473483729	26.40284243120583	62.51077382287034	47.46405769705252	23.497820491823475	28.448631844593592	22.853575571797084	26.783295333174447	16.567415001295384	55.75234012225552
PWY-5655	74.3100513852996	48.46601393690835	47.09145245732861	109.67024937089728	42.32868097026809	62.63082941258032	196.93533070010935	43.15341142105954	45.4485818892105	57.07835264101172	43.68870563333958	38.374669953832004	53.853584042342064	34.76533191930261	62.128302783620434	69.78382210189952	36.657141975227724	42.209847901134914	36.699447813139145	41.05341639578342	26.374112899740147	42.76479302960713
PWY-5656	4.689340790668724	3.1064022327891836	2.687293350778062	3.413362497627159	2.931308490529398	3.1379049538043957	24.47613268725121	3.59886567161893	3.039833693890565	3.0381727564868033	3.709386187044285	1.2049907110937983	5.285867894145585	1.9309563869310926	3.535693940508237	2.9412751719826598	1.3104479062384138	2.5227949459113987	2.630814583438504	2.3604222744157184	2.0721462981555083	2.0392292066870774
PWY-5659	7564.264548678892	18875.618633793238	13469.396378758454	23660.04771622068	14020.023505844216	10218.546478588767	8078.145987208623	13930.594502972304	12326.65752946672	12681.47106774552	11013.753001095543	11701.668325236962	7453.225582810914	9059.107445493803	20383.69337599887	8848.774198414521	7991.88132114043	10112.999959875984	9140.559565204889	7235.935137958158	12485.320473740641	15644.366938829035
PWY-5667	10353.41481162884	19335.60868556482	16602.599627353386	29078.015777329598	17379.39400233758	14980.622030106413	10261.456443910502	17474.137714359116	14632.959786378211	15848.77664855777	12614.519517776773	14839.808081929634	9369.433276443157	11392.163575716715	23548.298186785567	11617.512977776969	9837.347180330604	12863.585810885641	11598.329388716418	9835.514557241826	16083.744213613445	20212.308906128954
PWY-5676	5816.561844749891	5970.329347554906	5369.114516369971	10707.947653787902	5567.58134538961	8831.188264834607	3059.9783248455337	6425.264967241232	5063.194699518224	7799.614750095659	3999.1273722329975	5219.711340345447	3185.8077186307337	4832.01275367807	9355.96313197079	5367.130645516707	3883.7603712188024	4435.058041180316	4014.9700632995637	4700.221025073191	4567.687264347552	7740.122161346512
PWY-5677	1858.3946414158784	1870.93080146054	1764.973433819218	3194.218475260051	1775.1928523027289	2508.756365505968	971.1620072798756	2161.976028950894	1394.7658595657963	2042.2155767416064	1298.0108993663962	1533.9970887572736	1023.9896143824075	1153.4448762612121	3056.014347291088	1630.2961596210953	1217.7429557889598	1164.923219207979	1336.3318194686601	1518.6703724483323	1191.4799223300884	2261.9231293228872
PWY-5679	0.0	0.0	0.0	1.9574606119844965e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5686	9390.230645712223	19044.332387682876	16272.990352282251	26450.55391818855	15971.733388792989	12908.92780951777	9646.07180760096	16393.177772800293	14190.663481286048	14365.099465265708	12257.874689161896	13394.891163682532	8968.045334095728	10537.405195379339	24013.41162884062	10746.398689671361	9218.299926084695	12402.532586439109	10792.65553099194	8744.275920254939	15412.813161008278	18988.562540739735
